title,rating,travelDate,publishedDate,text
Top Class,5,2024-02,20-02-2024,"We stayed for 3 nights to see local historical sites. Very comfortable large room with fabulous views. All the staff were very friendly and welcoming. We arrived at 7.30 am after a long flight and no sleep. They found us a room by 9.30am which was great. 

Lovely swimming pool and gardens. Staff and manager in the main restaurant were very friendly and helpful at all times."
Wonderful experience from taj,5,2024-02,19-02-2024,It’s a wonderful day in taj krishna we are here with the family for 3 days it’s a marvellous experience with the team special thanks to Yamini &Manoj from reception for their wonderful hospitality service and we experienced lots of memories and specials from hotel side
Excellent vacation,5,2024-02,19-02-2024,"I had an exceptional stay at Krishna in Hyderabad recently and wanted to share my wonderful experience. From the moment I arrived, Ms. Ritu, Tania and Pranit at the reception made me feel incredibly welcome with there warm greeting and efficient check-in process.Throughout my stay, Sachin, Calvin, and Raja consistently provided top-notch room cleaning service, ensuring that my accommodations were always comfortable and spotless.I also want to commend Ajay and Swati, the floor managers, for their exceptional care and attention to detail. They went out of their way to ensure that all my needs were met during my stay, further enhancing my experience at the hotel.The staff's dedication to providing excellent service truly made my stay memorable, and I would highly recommend this hotel to anyone visiting Hyderabad."
Karim and Lenmi,5,2024-02,19-02-2024,"As always I had a very pleasant experience staying at Taj. The staff here is very sweet and helpful. Came across Mr.karim and Ms. lenmi at the dining hall, Service industry needs more genuine and hardworking people like them. Very proactive and on their toes."
It was a wonderful experience at Taj Krishna,5,2024-02,19-02-2024,"The stay was very pleasant . It was our marriage anniversary and taj as expected gave us a wonderful experience.
Our room was upgraded on request without any difficulty. All the staffs were very helpful and courteous to name a few Megha , Mohith , Mamta and Vincent . Special mention to Megha she was there with us while to celebrate while we cut our anniversary cake. Everyone at taj saw to that our requests were fulfilled and went beyond that, “Waah Taj”."
Megha thanks,5,2024-02,17-02-2024,Awesome service Megha change my room accordingly what I want I really appreciate her efforts she is very corporative I would mention Vincent Mohith and mamta also they are also helpful but special thanks to Megha next time come for long time
"Taj Krishaa, Hyderabad",5,2024-02,17-02-2024,"Overall, stay was very relaxing and rejuvenating. Food quality and hygiene was at per with Taj standards. The staff were very humble and warm. Especially, Tania, Guest relations executive was very helpful and kind in making us feel comfortable throughout the stay. A small surprise she has arranged for us was very special, and made her our stay more memorable. Thank you for everything!"
I would like to thank mr Ajay for being a sweet and confident human being best wishes to you and keeping shining,5,2024-02,17-02-2024,"It was a great experience all the staffs are lovely well behaved and very helpful 
Rooms are also beautiful with very comfortable bed and pillow as well 
Food is also great 
Even the property is beautiful I liked the swimming pool area a lot very peaceful and chill."
Outstanding,5,2024-02,16-02-2024,"Come with group all the government leader trust me Megha help each and guest alot by escort to checking allocating room was so smooth even i could like to mention Vincent, Mohith , Pravin , Pranith and Mamta also 
Special thanks to Megha , Vincent and Mohith best hotel
From SCCL company"
Day out at Taj Krishna Hyderabad,5,2024-02,15-02-2024,"Absolutely Superb, Right from the Checkin at the Front Office to the Restaurant .

The warm Welcome with Tikka, Aarti and the Tulsi Garland along with the Smile and Wishes removes all the tiredness of the Journey.

The Beakfast and the the Dinner Spread was equally Good.

Hope to visit some of more locations in Future."
Exceptional hospitality.,5,2024-02,15-02-2024,"Thank you to the entire team at Taj Krishna, Hyderabad for hosting us. We had a fantastic stay and truly appreciated the hospitality and warmth extended to us. Special thanks to all the amazing staff members who made our experience memorable. The food was exceptional, and the rooms were clean and tidy. A shoutout to the outstanding housekeeping and reception staff. Pranit, Ajay, Krishna, Tania, Renu, and Saurab were absolutely fantastic! Additionally, we loved the Forest Essentials pillow mist, which helped us have a peaceful sleep. The gesture of gifting it was truly wonderful and added to our delightful experience."
Amazing,5,2024-02,15-02-2024,I always enjoy my stay at Taj Krishna. Really appreciate manager named Ajay and staff named Karim. They were so professional and customer centric. Thank you so much for your effort and kindness. Always feel welcomed because of staff like them !!
Amazing service,5,2024-02,14-02-2024,The service  is exceptional! Very tasty and well prepared and you can choose among many menu options. I love the service at the place and the waiter is so friendly with the guests and always takes care to offer the best quality! I highly recommend this place.
Delighted,5,2024-02,14-02-2024,"Greetings to the Taj Krishna family.

My visit to Taj Krishna on 11-Feb-2024 was a delight..
Having spent my anniversary at Taj Krishna was such an amazing experience.
The Hotel so very well maintained by the Taj team in every aspect shows why it's a member of the leading hotel of the world.
The associates pamper you from the porch itself with the most amazing smile that brightens the day,makes one feel that this stay with them is going to be a delight.
The traditional way of welcoming has been going on since my first visit in 2010 and 14 years later also still continues.
The tilak and the Tulsi mala welcoming is by far the best.
The delight factor was the lead bazar chuda given by the team to my wife just brought the biggest smile on smile on her.
My wife and I were treated with utmost care by the front desk team Mr.Vincent, Ms.Megha, Ms.Mamta,and Mr.Mohith.
Escorting us to our room and reassuring to extend all their services.
Decorating our room with flowers petals,a delicious chocolate cake (my all time favourite) and the swans made with towels.
All these there were the most amazing gestures that made me feel so delighted.
The team at encounters and seasons bar made sure we were seated and suggested with the best of their delicacies.
Celebrating my dinner with the team was a delight.
The turn down service (from placing tiny bits of the most amazing inhouse crafted chocolates and cleaning my room again and making sure I have the best and most comfortable sleep.
In every way Taj Krishna Hyderabad has delivered the most beautiful experience.
Kudos to the team who made my stay so memorable.

Regards,

Varun Singh 
Owner and Managing partner
Secret chefs Hyderabad."
Extraordinary stay.,5,2024-02,13-02-2024,"My experience at the Taj Krishna hotel was nothing short of extraordinary. Thanks to the entire staff at Taj Krishna for taking good care of us and for  setting the highest standard for excellence in hospitality. Many Thanks to Mr Krishna and Mr Ajay for ensuring we had our best time at Krishna, Ms Tania and Sourav for all the car during our stay and Mr Jitesh for the delicious Chocolates.  We left feeling relaxed, rejuvenated, and already looking forward to my next visit.
Extraordinary stay."
Really enjoyed ❣️,5,2024-02,12-02-2024,"Loved the service ,every one was so nice and polite ,environment was very calm and pleasent, staff was polit and professional❤️ ,mr.karem at the buffet was very nice nad took good care of us made our experience more memorable ,love to visit the again"
Amazing staff of Taj coromandel,5,2024-02,12-02-2024,"An amazing set of team lead by an amazing and hardworking Karim sir a huge respect to him for making our stay so comfortable. It's always a delight to be here , there experienced staff is such they are so effecient and empathetic towards there customers. 
Thank you"
Amazing services,5,2024-02,12-02-2024,"Amazing services given by Karim and imitiyaz. 
They made our experience very comfortable.They took care of every little detail.
Nice food and ambience.Also gym services and steam services were fantastic.
We were greeted very nicely and with smiles."
Favourite Place!,5,2024-02,12-02-2024,I can call it a next home for me not just because of the food or the comfortable room but more importantly because of the hospitality and the people out here they gives us a warm welcoming whenever we come or no matter what time it is . Mr Ajay and Mr Krishna were amazing and take good care of us during our stay and thanks to Jitesh for the lovely in house chocolates. Thanks to Ms Taniya and Sourav from the reception for the warm welcome.  Thanks to the wonderful laundry team for fixing the broken buttons of my shirt without  even telling them to. Thanks team krishna.we had our good time.
Great service.,5,2024-02,11-02-2024,Thank you so much Mr Karim and Mr Aviash for your wonderful service..you guys did a great job.. the food was amazing overall we had a great day here looking forward to come here soon.  Thank you so much to all the staff who helped us through out our stay.
Amazing Hospitality!!,5,2024-02,11-02-2024,"My stay in the hotel was awesome. The service was excellent. I would specially like to appreciate Ajay for his impeccable customer service. He was very professional and kind. Thank you Aviyash and Mukram for the chocolates. It was delicious. Also Ms Yamini and Taniya for the warm welcome. The restaurant and food was amazing Mr Sharath from the Restaurant was very courteous. And Mr Sourav for customising a city tour for us. Taj Krishna Hyderabad is highly recommended. Thanks to the entire team. 

Thanks and regards
Kanila 
Room no - 229"
Home away from Home !,5,2024-02,11-02-2024,"Taj Krishna Hyderabad is one of our favorite location in Hyderabad, more than a hotel it's a second home for us here at Hyderabad. The traditional aarati and welcome was beautiful. Ms Yamani, Tania and Sourav welcomed us home. The rooms were well maintained and cleaned. The housekeeping team here isn the best and took good care of us . Mr Ajay and his team were amazing. Special thanks to Mr Jitesh and his in room finding team for the wonderful in house made chocolates. They were amazing. Thanks agin for the wonderful hospitality team Taj Krishna. 

Regards 
Disha"
Outstanding hospitality,5,2024-02,11-02-2024,"Had a vey comfortable stay at krishna. Stayed many times here and love the hospitality here  the staff are very polite and friendly, Sepcial shoutout to Sorav and taniya at the reception and Mr ajay and his housekeeping team of saroj and zarina .would love to come back and again. Thanks again team krishna for hospiting  us . 

Warm regards 
Prateek"
Appreciation for staffs,5,2024-02,10-02-2024,"Excellent service with amazing food ..i have been here so many times but never get bored because of staffs and the hospitality they provide..Special thanks to Mr. Karim , Prakash  (Manager ), Domnic (Floor incharge )..Good to see these staffs again with the same spirit ! Please acknowledge and appreciate them from our side.."
A day well spent in taj krishna,5,2024-01,10-02-2024,"I came to Hyderabad to visit few places, and came to taj krishna for staying. The accommodation process was so smooth, thanks yamini for a sweet gestures and the check out was also completely taken care by yamini. The pool and the ambiance was nice."
Very upsetting,1,2024-02,10-02-2024,"Rooms are very old and not clean, Rooms need renovation very badly. Ac is defective throughout my stay and couldn’t fix the same even after raising multiple complaints.Front Desk staff are very kind and supportive. Breakfast is okay can be better if we have more variety spread ."
Thank you ❤️,5,2024-02,10-02-2024,Thank you for the great hospitality from taj staff its a wonderful trip here iam here for just for less tenure but experienced with more memorable time i would like to thank yamini she helped me alot her presence of mind is precious thankyou taj Krishna
Nice experience,5,2024-02,09-02-2024,Taj Krishna in Hyderabad is the best hotel in Hyderabad  visit lots of five star hotel but this hotel has some to special may be the staff and for the environment check in by Mohith was smoothly and quick as I was in hurry he provide me a good quite garden view room the view of Hussain sagar lake from room just wow really love the hotel hope will come soon for more days
Very comfortable,5,2024-02,09-02-2024,I had a very comfortable stay with the prompt and par excellence service of your staff such as Kalyani and Tania. Kalyani has to be ones go to person at the bar/restaurant.  Even the late night restaurant made an effort to serve soup after closing hours. The view at the lawn side and the steam services are exceptional.
Lunch at taj krishna,5,2024-01,09-02-2024,"I came to taj with my family for lunch, it was a great experience and recommend place for lunch and dinner. The live band was great too. The environment peaceful and view is amazing. And thank you Yamini for your time and assistance. The almond chocolates at the end has nice touch."
Appraisal to staff and hospitality,5,2024-02,09-02-2024,"It was very nice experience in Taj Krishna hotel although whole hospitality was very nice but special thanks to Mr. Karim and Ms. Shruti for making it memorable.
Thank you guys for this nice experience keep going. Apart from that these the smile they were carrying while services was really positive. Very approachable!!"
Marvelous 😍 stay,5,2024-01,08-02-2024,"It's a marvelous day in taj krishna,, especially thank you so much for yamini from reception she made our stay happy and memorable thankyou for everything it's a wonderful hospitality from her side every department had taken care of us very well"
This is for KRAIM he is very kind Man and helpful  i saw him every where  he is hard working as well,5,2024-02,07-02-2024,I would like to thanks all the staff members for their hard work and i’m so happy to be here food is really tasty   And fresh services are fast   . Jatin and  Manish  are good &manager Prakash sir us humble i really enjoy my day because of these people i hope i will get a chance to here soon
Fabulous,5,2024-02,07-02-2024,"I really thanks to Megha for making this stay memorable and outstanding . I just called her for booking she made my booking give me a good view room with suprise decoration and cake last stay was not good when I come in November she promised me she will take care my next stay and she did it have this kind of staff is really a acceset . She was not there when will checked in but all time by sms she was taken care for me and I would appreciate Mamata and Mohith check in check out and escorting me 

Thank you for making my stay memorable from Mr.Varun"
Paras mehta,5,2024-02,07-02-2024,"Shahzadi Karim amul tomar for there very good hospitality taj krishna encounter restaurants nice experience gopi chef is very nice serving a food                                        thank u so much all ............
Shahzadi I think she is host very nice she is very good smily face ..

Karim serving a food very professional"
Very nice experience,5,2024-02,06-02-2024,The food service was so nice staff was so welcoming Mr. Karim and Mr Jatin was so welcoming and the experience was so nice and the things were so fresh they waited for us to dine in night which is a great gesture to us tha k you for keeping a very good care of us
Superb,5,2024-02,06-02-2024,"It was a great experience here as it's my first stay in Hyderabad and I really like the ambience. 
We landed late at night and Mr Karim and Mr jatin were here to serve us and they took each initiative to help us . These guys are very professional and I wish them luck ."
Excellent well run hotel,5,2024-02,06-02-2024,"We stayed in the Taj Krishna for three nights for tourism. The hotel seems have a mix of tourists and business travelers (more of the latter). I found the staff uniformly helpful and efficient. Our room was well appointed with a comfortable bed, a decent view of the beautiful grounds, and good quality fixtures. Nice bathroom with excellent water pressure and plenty of hot water.

We had three breakfasts here and found the staff very courteous. A specific waiter took care of us each day and by the second day he knew exactly how we liked our coffee etc - small touches that leave a pleasant impression. I mostly had the Indian items and my wife had mostly the western items - everything was great with plenty of choice. We had dinner one night in the Chinese restaurant- superlative food and service.
Next time I am in Hyderabad I would stay here again."
Feedback,5,2024-02,06-02-2024,"The rooms were very cozy the staff were superb their gesture was so professional loved their hospitality 
Moreover the staff Mr. Karism and Shruti were very polite and humble to me they took a very good care of me overall it was really nice experience"
#Taj krishna,5,2024-02,05-02-2024,Fabulous service by Mr karim . I really appreciate the hard work and the humble gesture by him. Thank you so much.. And also thank you for the hole management team for the the excellent customer service. Keep up the good work. Kudos to all staff of taj krishna!!!!!
Excellent staff service,5,2024-01,05-02-2024,I frequent visit Taj krishna for my business trip and really love the service and the staff here is very sweet and hospitable. I also want to thank and appreciate Mr Aviyash for his service and his excellent hospitality during my recent visit. He was really sweet and very kind. Keep up the good job. All the best.
Aviyash from IRD is a superstar,5,2024-01,05-02-2024,"THANK YOU Aviyash from inroom dining!!! You are a gem! You made me and my roommate feel so well taken care of after we arrived at 2am and asked for food. Checking on our well being, ensuring he set up the food trolley comfortably so that we didn’t have to move from our beds to eat knowing how exhausted we were. He was sympathetic to our work hours and requirements and the way he spoke to us and took care of us reminded us of going back home to family after being away for a long time. 
Thank you once again! :)"
Lovely stay as always,5,2024-02,05-02-2024,Mr Karim and Mr Jatin were exceptional in their services.They made our stay and dinning experience wonderful.They were quick with the services and very humble and polite with all the guests around the dinner...........Hope to visit soon..
an oasis of quiet from the traffic and honking but hotel could give more attention to several avoidable irritants,4,2024-01,04-02-2024,"The hotel and its grounds offer an oasis of quiet from the traffic and attendant honking.  The hotel's public areas, its grounds and the garden are lovely; the swimming pool area offers a pleasant, relaxing atmosphere; the  restaurants are good; the restaurant and reception staff are warmly attentive and responsive; and our room on the 8th floor was comfortably spacious an, though facing the main road, was well insulated from the sound.   All in all, we had a good stay.  There is, however, a systematic lack of attention to details that prevents me from scoring the hotel higher.  

The most aggravating of the lot was the passive concierge.  We wanted to make a restaurant reservation at the other Taj (Falaknuma).  Most hotel groups have internal processes for assisting guests from one hotel make reservations at sister hotels and normally, the concierge is the person to speak to.  Most concierge that we have encountered - in India and elsewhere - are right on top of such things...making every effort to sort things out.  Not here.  We started the process the day before in the morning -- and in spite of repeated promises that we would be informed in 1 hour, in 2 hours, soon, hours passed, the entire day passed and the night passed.  There seemed to be no sense of urgency.   By that time our reservation was confirmed -- 24 hours later, in the morning on the day of, we had given up and made a reservation at our second choice lest we lose out on both.   This type of lackadaisical attitude is not something some would expect from a Taj Hotel. 

In the room, there are electrical sockets on one side of the bed but not the other.  In this day and age when nearly everyone carries a smart phone and these serve, among other things, as a clock/alarm, most people want to charge their phones overnight on the nightstand next to the bed.  Only one of us was able to do that.

The bathroom lacked sufficiently bright lights around the mirror, especially lights directed at the individual.  With our faces in shadows, it was difficult to put on make up or shave.  Lights should be placed to illuminate the individual, not the sink top or alternatively, please install magnifying make-up mirrors with a light.   The water spray is generally located on the right side of the toilet -- for obvious reasons.  Here, it was on the left.  It just seemed like someone had bothered to think through these little details that are nonetheless important.  And finally, the bathtub was all scratched up -- so badly that at first glance, it looked filthy.  Regardless, it was definitely not enticing."
Amazing service,5,2024-02,04-02-2024,"Everyone was very approachable and was too nice 
Mr. Karim (Sir) and Ms.Deepa (Mam)   they both are very nice and their service was top-notch
Just amazing service done by Everyone keep it up 
Lots of love and blessings for everyone by my side

Big Thank You from my side 
Jhinuk Biswas 
Vistara"
The ambience and the service was really nice. Special thanks to Mr.Karim at the buffet who took extra care of providing,5,2024-02,03-02-2024,The ambience and the service was really nice. Special thanks to Mr.Karim at the buffet who took extra care of providing good customer service. The overall experience was really good and would love to visit again. Thank you for your services
Excellent service,5,2024-02,03-02-2024,"Amazing work done by Karim. Proactively doing all the services by heart. Amazing set of crew Taj Krishna . Having an amazing experience and enjoying every moment.
Love yo visit again very soon and would love explore the hotel again .
Regards,
Kritika"
Taj experience,5,2024-02,03-02-2024,"Had a great experience in Taj hotel, the staff of Taj they are amazing like always. This is not my 1st time in Taj, I have been to Taj many times. When ever I come here hospitality will on top. Thanks to all the Taj staff specially Karim and Domnic."
Appreciation towards the buffet service employees and housekeeping staffs.,5,2024-02,03-02-2024,"Had a wonderful experience. Mr.Kareem and Mr.Imtiyaz were very polite and delivered great customer service.They were friendly and good service .
Housekeeping team had done a splendid job . Everything I asked for was recieved on time without any delay."
Best hotel experience,5,2024-02,03-02-2024,"Karim and imtiaz were really sweet and i enjoyed their hospitality a lot. They helped us with whatever we needed and very proactive . Thanks for the great time again! Will definitely recommend it to near and dear ones. Also the northeastern girl, always has a smile on her face, makes us feel very warm"
Taj Krishna Hotel review.,5,2023-06,03-02-2024,this hotel location is very beautiful. And Hotel structure is very good. Hotel room is very fully AC  and furniture is condition very good. This is very safe for family stay of weekend. And hotel staff also very  smart.Hotel staff understanding with coming guest is very good. Staff provide service is very good.
"Amazing people, Excellent service",5,2024-01,02-02-2024,The staff here are amazing with their services especially Aviyash ! Thank you so much for wonderful service with a smile at an odd hour. Keep up the good work ! We ordered at mid  night but the staffs were very kind and  hard working . Very happy with the services.
Top notch facilities and wonderful hospitality.,4,2024-02,02-02-2024,"Amazing hospitality and very friendly and trained staff. All the facilities of the hotel which we used were topnotch . The pool was the best. The gym could have been more spacious. The room was neat and very well maintained. The hotel staff Sourav, Ajay, Swaty, Tania were really amazing and took good care of us. Thanks to wonderful team here at Krishna for the best ever hospitality and see you all very soon."
Memorable Stay for both Family and Friends.,5,2024-01,01-02-2024,"Excellent and memorable experience right from Check in to Check out.   Also had excellent service both at the restaurant and the Bar.  Special mention of the restaurant as they went out of the way on 28 January to serve us hot breakfast at 0645 before the restaurant officially opens, so that we could check out and leave by 07:00am.   Would surely consider staying in this property the next time we are back in Hyderabad"
